id,name,role
1000261,Tom Cruise,Dr. William Harford
1000261,Nicole Kidman,Alice Harford
1000261,Sydney Pollack,Victor Ziegler
1000263,Domhnall Gleeson,Tim Lake
1000263,Rachel McAdams,Mary
1000263,Bill Nighy,Dad
1000264,Jacob Tremblay,Luca Paguro (voice)
1000264,Jack Dylan Grazer,Alberto Scorfano (voice)
1000264,Emma Berman,Giulia Marcovaldo (voice)
1000265,Josh Hutcherson,Mike
1000265,Piper Rubio,Abby
1000265,Elizabeth Lail,Vanessa
1000266,Ryan Reynolds,Wade Wilson / Deadpool / Juggernaut (voice)
1000266,Josh Brolin,Cable
1000266,Morena Baccarin,Vanessa
1000267,Megan Fox,Jennifer
1000267,Amanda Seyfried,Needy
1000267,Johnny Simmons,Chip
1000269,Tom Hanks,Woody (voice)
1000269,Tim Allen,Buzz Lightyear (voice)
1000269,Joan Cusack,Jessie (voice)
1000270,Brooklynn Prince,Moonee
1000270,Bria Vinaite,Halley
1000270,Willem Dafoe,Bobby
1000271,Winona Ryder,Susanna Kaysen
1000271,Angelina Jolie,Lisa Rowe
1000271,Brittany Murphy,Daisy Randone
1000272,Samuel L. Jackson,Major Marquis Warren
1000272,Kurt Russell,John 'The Hangman' Ruth
1000272,Jennifer Jason Leigh,Daisy Domergue
1000273,James Woods,Mr. Lisbon
1000273,Kathleen Turner,Mrs. Lisbon
1000273,Kirsten Dunst,Lux Lisbon
1000274,Jason Bateman,Nick Wilde (voice)
1000274,Ginnifer Goodwin,Judy Hopps (voice)
1000274,Idris Elba,Chief Bogo (voice)
1000275,Tony Leung Chiu-wai,Chow Mo-Wan
1000275,Maggie Cheung,Su Li-zhen - Mrs. Chan
1000275,Rebecca Pan,Mrs. Suen
1000276,Rosalie Chiang,Meilin 'Mei' Lee (voice)
1000276,Sandra Oh,Ming (voice)
1000276,Ava Morse,Miriam (voice)
1000277,Beanie Feldstein,Molly Davidson
1000277,Kaitlyn Dever,Amy Antsler
1000277,Skyler Gisondo,Jared
1000279,Carrie Fisher,General Leia Organa
1000279,Mark Hamill,Luke Skywalker
1000279,Daisy Ridley,Rey
1000280,Bryan Cranston,Chief (voice)
1000280,Koyu Rankin,Atari Kobayashi (voice)
1000280,Bob Balaban,King (voice)
1000282,Hayden Christensen,Anakin Skywalker
1000282,Ewan McGregor,Obi-Wan Kenobi
1000282,Natalie Portman,Padmé Amidala
1000284,Adrien Brody,Władysław 'Władek' Szpilman
1000284,Thomas Kretschmann,Captain Wilm Hosenfeld
1000284,Frank Finlay,Father
1000285,Kim Min-hee,Lady Hideko
1000285,Kim Tae-ri,Sook-hee
1000285,Ha Jung-woo,Count Fujiwara
1000286,Alexander Skarsgård,Amleth
1000286,Nicole Kidman,Queen Gudrún
1000286,Claes Bang,Fjölnir the Brotherless
1000287,Alana Haim,Alana Kane
1000287,Cooper Hoffman,Gary Valentine
1000287,Sean Penn,Jack Holden
1000288,Robert Downey Jr.,Tony Stark / Iron Man
1000288,Gwyneth Paltrow,Virginia 'Pepper' Potts
1000288,Don Cheadle,James 'Rhodey' Rhodes / Iron Patriot
1000289,Craig T. Nelson,Bob Parr / Mr. Incredible (voice)
1000289,Holly Hunter,Helen Parr / Elastigirl (voice)
1000289,Sarah Vowell,Violet Parr (voice)
1000290,Gene Hackman,Royal Tenenbaum
1000290,Anjelica Huston,Etheline Tenenbaum
1000290,Ben Stiller,Chas Tenenbaum
1000291,Will Smith,Floyd Lawton / Deadshot
1000291,Jared Leto,The Joker
1000291,Margot Robbie,Harleen Quinzel / Harley Quinn
1000292,Auli'i Cravalho,Moana (voice)
1000292,Dwayne Johnson,Maui (voice)
1000292,Rachel House,Gramma Tala (voice)
1000293,Russell Crowe,Maximus Meridius
1000293,Joaquin Phoenix,Emperor Commodus
1000293,Connie Nielsen,Lucilla
1000294,Riz Ahmed,Ruben Stone
1000294,Olivia Cooke,Lou
1000294,Paul Raci,Joe
1000295,Tobey Maguire,Spider-Man / Peter Parker
1000295,Kirsten Dunst,Mary Jane Watson
1000295,James Franco,New Goblin / Harry Osborn
1000297,Johnny Depp,Willy Wonka
1000297,Freddie Highmore,Charlie Bucket
1000297,David Kelly,Grandpa Joe
1000298,Robert Downey Jr.,Tony Stark
1000298,Gwyneth Paltrow,Pepper Potts
1000298,Don Cheadle,"Lt. Col. James ""Rhodey"" Rhodes"
1000299,Chris Hemsworth,Thor
1000299,Natalie Portman,Jane Foster
1000299,Tom Hiddleston,Loki
1000300,Tom Hanks,Woody (voice)
1000300,Tim Allen,Buzz Lightyear (voice)
1000300,Joan Cusack,Jessie the Yodeling Cowgirl (voice)
1000301,Andrew Garfield,Jonathan Larson
1000301,Alexandra Shipp,Susan Wilson
1000301,Robin de Jesús,Michael
1000303,Kristen Bell,Anna (voice)
1000303,Idina Menzel,Elsa (voice)
1000303,Jonathan Groff,Kristoff (voice)
1000305,Colin Farrell,Steven Murphy
1000305,Nicole Kidman,Anna Murphy
1000305,Barry Keoghan,Martin Lang
1000307,Gemma Chan,Sersi
1000307,Richard Madden,Ikaris
1000307,Angelina Jolie,Thena
1000308,Jennifer Lawrence,Katniss Everdeen
1000308,Josh Hutcherson,Peeta Mellark
1000308,Liam Hemsworth,Gale Hawthorne
1000309,Robert De Niro,Frank Sheeran
1000309,Al Pacino,Jimmy Hoffa
1000309,Joe Pesci,Russell Bufalino
1000310,Patrick Wilson,Ed Warren
1000310,Vera Farmiga,Lorraine Warren
1000310,Lili Taylor,Carolyn Perron
1000312,Keanu Reeves,John Wick
1000312,Donnie Yen,Caine
1000312,Bill Skarsgård,Marquis
1000313,Reese Witherspoon,Elle Woods
1000313,Luke Wilson,Emmett
1000313,Selma Blair,Vivian
1000314,Taron Egerton,Gary 'Eggsy' Unwin
1000314,Colin Firth,Harry Hart / Galahad
1000314,Samuel L. Jackson,Valentine
1000315,Carey Mulligan,Cassandra
1000315,Bo Burnham,Ryan
1000315,Alison Brie,Madison
1000316,Owen Wilson,Lightning McQueen (voice)
1000316,Larry the Cable Guy,Mater (voice)
1000316,Bonnie Hunt,Sally Carrera (voice)
1000317,Bradley Cooper,Phil Wenneck
1000317,Ed Helms,Stu Price
1000317,Zach Galifianakis,Alan Garner
1000319,Alexandre Rodrigues,Buscapé
1000319,Leandro Firmino,Zé Pequeno
1000319,Phellipe Haagensen,Bené
1000320,Jay Baruchel,Hiccup  Horrendous Haddock III (voice)
1000320,Gerard Butler,Stoick the Vast (voice)
1000320,Craig Ferguson,Gobber the Belch (voice)
1000321,Jennifer Lawrence,Mother
1000321,Javier Bardem,Him
1000321,Ed Harris,Man
1000323,Michael Fassbender,The Killer
1000323,Tilda Swinton,The Expert
1000323,Charles Parnell,The Lawyer - Hodges
1000324,Steve Carell,Cal Weaver
1000324,Ryan Gosling,Jacob Palmer
1000324,Julianne Moore,Emily Weaver
1000325,Ivana Baquero,Ofelia
1000325,Sergi López,Capitán Vidal
1000325,Maribel Verdú,Mercedes
1000326,Simon Pegg,Shaun
1000326,Nick Frost,Ed
1000326,Kate Ashfield,Liz
1000327,Natalie Portman,Elizabeth
1000327,Julianne Moore,Gracie
1000327,Charles Melton,Joe Yoo
1000328,George Clooney,Danny Ocean
1000328,Matt Damon,Linus Caldwell
1000328,Andy García,Terry Benedict
1000331,Johnny Depp,Victor Van Dort (voice)
1000331,Helena Bonham Carter,Corpse Bride (voice)
1000331,Emily Watson,Victoria Everglot (voice)
1000332,Bruce Willis,Malcolm Crowe
1000332,Haley Joel Osment,Cole Sear
1000332,Toni Collette,Lynn Sear
1000333,Vincent Cassel,Vinz
1000333,Hubert Koundé,Hubert
1000333,Saïd Taghmaoui,Saïd
1000334,Emma Stone,Estella / Cruella
1000334,Emma Thompson,The Baroness
1000334,Joel Fry,Jasper
1000335,Mason Thames,Finney Blake
1000335,Ethan Hawke,The Grabber
1000335,Madeleine McGraw,Gwen Blake
1000336,Andrew Scott,Adam
1000336,Paul Mescal,Harry
1000336,Jamie Bell,Dad
1000340,Steve Carell,Mark Baum
1000340,Christian Bale,Michael Burry
1000340,John Magaro,Charlie Geller
1000341,Jack Black,Po (voice)
1000341,Angelina Jolie,Tigress (voice)
1000341,Dustin Hoffman,Shifu (voice)
1000342,Natalie Portman,Lena
1000342,Jennifer Jason Leigh,Dr. Ventress
1000342,Gina Rodriguez,Anya Thorensen
1000343,Gong Yoo,Seok-woo
1000343,Kim Su-an,Soo-ahn
1000343,Jung Yu-mi,Sung-gyeong
1000345,Benedict Cumberbatch,Alan Turing
1000345,Keira Knightley,Joan Clarke
1000345,Matthew Goode,Hugh Alexander
1000346,Jennifer Lawrence,Katniss Everdeen
1000346,Josh Hutcherson,Peeta Mellark
1000346,Liam Hemsworth,Gale Hawthorne
1000347,Gal Gadot,Diana Prince / Wonder Woman
1000347,Chris Pine,Steve Trevor
1000347,Connie Nielsen,Hippolyta
1000348,Al Pacino,Lt. Vincent Hanna
1000348,Robert De Niro,Neil McCauley
1000348,Val Kilmer,Chris Shiherlis
1000349,Yuria Kozuki,Ponyo (voice)
1000349,Hiroki Doi,Sosuke (voice)
1000349,George Tokoro,Fujimoto (voice)
1000350,Ethan Hawke,Jesse
1000350,Julie Delpy,Céline
1000350,Vernon Dobtcheff,Bookstore Manager
1000352,Tom Hardy,Eddie Brock / Venom
1000352,Michelle Williams,Anne Weying
1000352,Riz Ahmed,Carlton Drake / Riot
1000354,Andrew Garfield,Peter Parker / Spider-Man
1000354,Emma Stone,Gwen Stacy
1000354,Jamie Foxx,Max Dillon / Electro
1000355,Gabriel LaBelle,Sammy Fabelman
1000355,Michelle Williams,Mitzi Fabelman
1000355,Paul Dano,Burt Fabelman
1000358,Kirsten Dunst,Lee
1000358,Wagner Moura,Joel
1000358,Cailee Spaeny,Jessie
1000359,Jennifer Garner,Jenna Rink
1000359,Mark Ruffalo,Matt Flamhaff
1000359,Judy Greer,Lucy Wyman
1000360,Tom Hanks,Woody (voice)
1000360,Tim Allen,Buzz Lightyear (voice)
1000360,Annie Potts,Bo Peep (voice)
1000362,Emma Stone,Olive
1000362,Penn Badgley,Woodchuck Todd
1000362,Amanda Bynes,Marianne
1000363,Ryan Reynolds,Guy
1000363,Jodie Comer,Millie Rusk / Molotovgirl
1000363,Joe Keery,Walter 'Keys' McKeys
1000365,Jack Black,Dewey Finn
1000365,Joan Cusack,Rosalie Mullins
1000365,Mike White,Ned Schneebly
1000366,Paul Rudd,Scott Lang / Ant-Man
1000366,Evangeline Lilly,Hope van Dyne / Wasp
1000366,Michael Peña,Luis
1000367,Ryunosuke Kamiki,Koichi Shikishima
1000367,Minami Hamabe,Noriko Oishi
1000367,Yuki Yamada,Shiro Mizushima
1000368,Tom Hanks,Paul Edgecomb
1000368,Michael Clarke Duncan,John Coffey
1000368,David Morse,"Brutus ""Brutal"" Howell"
1000369,Song Kang-ho,Detective Park Doo-man
1000369,Kim Sang-kyung,Detective Seo Tae-yoon
1000369,Kim Roi-ha,Detective Cho Yong-koo
1000370,Keanu Reeves,John Wick
1000370,Common,Cassian
1000370,Ian McShane,Winston
1000371,Robert Pattinson,Connie Nikas
1000371,Benny Safdie,Nick Nikas
1000371,Buddy Duress,Ray
1000374,Tye Sheridan,Parzival / Wade
1000374,Olivia Cooke,Art3mis / Samantha
1000374,Ben Mendelsohn,Sorrento
1000378,Bradley Cooper,Pat Solatano Jr.
1000378,Jennifer Lawrence,Tiffany Maxwell
1000378,Robert De Niro,Pat Solatano Sr.
1000379,Margot Robbie,Harley Quinn
1000379,Rosie Perez,Renee Montoya
1000379,Mary Elizabeth Winstead,Helena Bertinelli / Huntress
1000380,Chris Pratt,Emmet Brickowski (voice)
1000380,Elizabeth Banks,Wyldstyle / Lucy (voice)
1000380,Will Ferrell,Lord Business / President Business / The Man Upstairs
1000381,Sosie Bacon,Dr. Rose Cotter
1000381,Kyle Gallner,Joel
1000381,Caitlin Stasey,Laura Weaver
1000383,Jessica Chastain,Beverly Marsh
1000383,James McAvoy,Bill Denbrough
1000383,Bill Hader,Richie Tozier
1000384,Chris Hemsworth,Thor Odinson
1000384,Natalie Portman,Jane Foster
1000384,Tom Hiddleston,Loki
1000385,Ewan McGregor,Cricket (voice)
1000385,David Bradley,Geppetto (voice)
1000385,Gregory Mann,Pinocchio / Carlo (voice)
1000386,Jesse Eisenberg,Columbus
1000386,Woody Harrelson,Tallahassee
1000386,Emma Stone,Wichita
1000387,Paul Rudd,Scott Lang / Ant-Man
1000387,Evangeline Lilly,Hope van Dyne / The Wasp
1000387,Jonathan Majors,Kang the Conqueror
1000390,Melissa Barrera,Sam Carpenter
1000390,Jenna Ortega,Tara Carpenter
1000390,Mason Gooding,Chad Meeks-Martin
1000392,Joaquin Phoenix,Beau Wassermann
1000392,Patti LuPone,Mona Wassermann
1000392,Amy Ryan,Grace
1000393,Leah Lewis,Ember Lumen (voice)
1000393,Mamoudou Athie,Wade Ripple (voice)
1000393,Ronnie del Carmen,Bernie Lumen (voice)
1000394,Sunny Suljic,Stevie
1000394,Katherine Waterston,Dabney
1000394,Lucas Hedges,Ian
1000395,Matt Damon,Carroll Shelby
1000395,Christian Bale,Ken Miles
1000395,Jon Bernthal,Lee Iacocca
1000396,Melissa Barrera,Sam Carpenter
1000396,Jenna Ortega,Tara Carpenter
1000396,Jasmin Savoy Brown,Mindy Meeks-Martin
1000397,Keanu Reeves,John Wick
1000397,Halle Berry,Sofia
1000397,Ian McShane,Winston
1000399,Hugh Grant,The Prime Minister
1000399,Alan Rickman,Harry
1000399,Emma Thompson,Karen
1000400,Samara Weaving,Grace
1000400,Adam Brody,Daniel Le Domas
1000400,Mark O'Brien,Alex Le Domas
1000401,Viggo Mortensen,Tony Lip
1000401,Mahershala Ali,Dr. Don Shirley
1000401,Linda Cardellini,Dolores
1000405,Julia Roberts,Amanda Sandford
1000405,Mahershala Ali,G.H. Scott
1000405,Ethan Hawke,Clay Sandford
1000406,Simon Pegg,Nicholas Angel
1000406,Nick Frost,PC Danny Butterman
1000406,Jim Broadbent,Inspector Frank Butterman
1000407,Chris Evans,Curtis Everett
1000407,Song Kang-ho,Namgoong Minsu
1000407,John Hurt,Gilliam
1000408,Ming-Na Wen,Mulan (voice)
1000408,Eddie Murphy,Mushu (voice)
1000408,BD Wong,Shang (voice)
1000409,Cary Elwes,Dr. Lawrence Gordon
1000409,Leigh Whannell,Adam Faulkner-Stanheight
1000409,Danny Glover,David Tapp
1000410,Allison Williams,Gemma
1000410,Violet McGraw,Cady
1000410,Ronny Chieng,David Lin
1000411,Brie Larson,Ma
1000411,Jacob Tremblay,Jack
1000411,Joan Allen,Nancy
1000412,Natalie Portman,Evey Hammond
1000412,Hugo Weaving,William Rookwood / V
1000412,Stephen Rea,Chief Inspector Eric Finch
1000413,Jonah Hill,Schmidt
1000413,Channing Tatum,Jenko
1000413,Brie Larson,Molly Tracey
1000415,Rachel Sennott,Danielle
1000415,Molly Gordon,Maya
1000415,Polly Draper,Debbie
1000416,Anna Kendrick,Beca Mitchell
1000416,Brittany Snow,Chloe Beale
1000416,Anna Camp,Aubrey Posen
1000417,Emily Blunt,Evelyn Abbott
1000417,John Krasinski,Lee Abbott
1000417,Millicent Simmonds,Regan Abbott
1000418,Julia Roberts,Anna Scott
1000418,Hugh Grant,William Thacker
1000418,Gina McKee,Bella
1000419,Clive Owen,Theo Faron
1000419,Clare-Hope Ashitey,Kee
1000419,Chiwetel Ejiofor,Luke
1000420,Dev Patel,Gawain
1000420,Alicia Vikander,Lady / Essel
1000420,Joel Edgerton,Lord
1000421,Kate Hudson,Andie Anderson
1000421,Matthew McConaughey,Benjamin Barry
1000421,Kathryn Hahn,Michelle Rubin
1000423,Daniel Craig,James Bond
1000423,Léa Seydoux,Dr. Madeleine Swann
1000423,Rami Malek,Lyutsifer Safin
1000424,Brad Pitt,Benjamin Button
1000424,Cate Blanchett,Daisy Fuller
1000424,Taraji P. Henson,Queenie
1000425,Frances McDormand,Fern
1000425,David Strathairn,Dave
1000425,Linda May,Linda
1000426,Emily Blunt,Kate Macer
1000426,Benicio del Toro,Alejandro Gillick
1000426,Josh Brolin,Matt Graver
1000428,Daniel Day-Lewis,Reynolds Woodcock
1000428,Vicky Krieps,Alma Elson
1000428,Lesley Manville,Cyril Woodcock
1000429,Sandra Bullock,Ryan Stone
1000429,George Clooney,Matt Kowalski
1000429,Ed Harris,Mission Control (voice)
1000431,Cate Blanchett,Carol Aird
1000431,Rooney Mara,Therese Belivet
1000431,Kyle Chandler,Harge Aird
1000433,Sandra Bullock,Malorie Hayes
1000433,Trevante Rhodes,Tom
1000433,John Malkovich,Douglas
1000434,Eddie Redmayne,Newt Scamander
1000434,Katherine Waterston,Porpentina 'Tina' Goldstein
1000434,Dan Fogler,Jacob Kowalski
1000435,Tom Cruise,Ethan Hunt
1000435,Hayley Atwell,Grace
1000435,Ving Rhames,Luther Stickell
1000436,Maika Monroe,Jay Height
1000436,Keir Gilchrist,Paul
1000436,Daniel Zovatto,Greg Hannigan
1000437,Ellar Coltrane,Mason Evans Jr.
1000437,Patricia Arquette,Olivia
1000437,Ethan Hawke,Mason Evans Sr.
1000438,Chris Pine,Edgin
1000438,Michelle Rodriguez,Holga
1000438,Justice Smith,Simon
1000439,Lily Sullivan,Beth
1000439,Alyssa Sutherland,Ellie
1000439,Morgan Davies,Danny
1000440,Hailee Steinfeld,Nadine Franklin
1000440,Woody Harrelson,Mr. Bruner
1000440,Haley Lu Richardson,Krista
1000444,Chris Pratt,Owen
1000444,Bryce Dallas Howard,Claire
1000444,Irrfan Khan,Masrani
1000446,Daniel Craig,James Bond
1000446,Judi Dench,M
1000446,Javier Bardem,Silva
1000447,Kirsten Dunst,Marie Antoinette
1000447,Jason Schwartzman,Louis XVI
1000447,Steve Coogan,Ambassador Mercy
1000448,John C. Reilly,Wreck-It Ralph (voice)
1000448,Sarah Silverman,Vanellope von Schweetz (voice)
1000448,Jack McBrayer,Fix-It Felix (voice)
1000449,Kelly Macdonald,Merida (voice)
1000449,Emma Thompson,Elinor (voice)
1000449,Billy Connolly,Fergus (voice)
1000450,Adam Sandler,Barry Egan
1000450,Emily Watson,Lena Leonard
1000450,Philip Seymour Hoffman,Dean Trumbell
1000453,Sandra Bullock,Deborah 'Debbie' Ocean
1000453,Cate Blanchett,Lou Miller
1000453,Sarah Paulson,Tammy
1000454,Dakota Johnson,Susie Bannion / Naomi Bannion
1000454,Tilda Swinton,Madame Blanc / Helena Markos / Dr. Klemperer
1000454,Mia Goth,Sara Simms
1000455,Lee Jung-jae,Seong Gi-hun / 'No. 456'
1000455,Wi Ha-jun,Hwang Jun-ho
1000455,Park Hae-soo,Cho Sang-woo / 'No. 218'
1000457,Chiwetel Ejiofor,Solomon Northup
1000457,Michael Fassbender,Edwin Epps
1000457,Lupita Nyong'o,Patsey
1000460,Hugh Jackman,P. T. Barnum
1000460,Zac Efron,Phillip Carlyle
1000460,Michelle Williams,Charity Barnum
1000461,Andy Serkis,Caesar
1000461,James Franco,Will Rodman
1000461,Freida Pinto,Caroline Aranha
1000464,Ryan Gosling,Colt Seavers
1000464,Emily Blunt,Jody Moreno
1000464,Aaron Taylor-Johnson,Tom Ryder
1000466,Jemaine Clement,Vladislav
1000466,Taika Waititi,Viago
1000466,Jonny Brugh,Deacon
1000467,Kristen Connolly,Dana Polk
1000467,Fran Kranz,Marty Mikalski
1000467,Chris Hemsworth,Curt Vaughn
1000469,Constance Wu,Rachel Chu
1000469,Henry Golding,Nick Young
1000469,Michelle Yeoh,Eleanor Sung-Young
1000471,Anne Hathaway,Mia Thermopolis
1000471,Julie Andrews,Queen Clarisse Renaldi
1000471,Heather Matarazzo,Lilly Moscovitz
1000472,Johnny Depp,Jack Sparrow
1000472,Orlando Bloom,Will Turner
1000472,Keira Knightley,Elizabeth Swann
1000473,Kevin Spacey,Roger ‘Verbal’ Kint
1000473,Gabriel Byrne,Dean Keaton
1000473,Stephen Baldwin,Michael McManus
1000474,Angourie Rice,Cady Heron
1000474,Reneé Rapp,Regina George
1000474,Auli'i Cravalho,Janis 'Imi'ike
1000475,Mark Wahlberg,Eddie Adams / Dirk Diggler
1000475,Burt Reynolds,Jack Horner
1000475,Julianne Moore,Amber Waves
1000476,Daisy Edgar-Jones,Noa
1000476,Sebastian Stan,Steve
1000476,Jojo T. Gibbs,Mollie
1000477,Suraj Sharma,Pi Patel
1000477,Irrfan Khan,Adult Pi Patel
1000477,Ayush Tandon,Pi Patel (11-12 Years)
1000479,Albert Brooks,Marlin (voice)
1000479,Ellen DeGeneres,Dory (voice)
1000479,Ed O'Neill,Hank (voice)
1000480,Anya Taylor-Joy,Imperator Furiosa
1000480,Chris Hemsworth,Dementus
1000480,Tom Burke,Praetorian Jack
1000481,Jesse Eisenberg,J. Daniel Atlas
1000481,Mark Ruffalo,Dylan Rhodes
1000481,Woody Harrelson,Merritt McKinney
1000482,Mia Wasikowska,Alice Kingsleigh
1000482,Johnny Depp,The Mad Hatter
1000482,Anne Hathaway,The White Queen
1000483,Billy Crudup,Russell Hammond
1000483,Frances McDormand,Elaine Miller
1000483,Kate Hudson,Penny Lane
1000484,Will Ferrell,Buddy
1000484,James Caan,Walter
1000484,Bob Newhart,Papa Elf
1000485,Jeremy Blackman,Stanley Spector
1000485,Tom Cruise,Frank T.J. Mackey
1000485,Melinda Dillon,Rose Gator
1000486,Elisabeth Moss,Cecilia Kass
1000486,Aldis Hodge,James Lanier
1000486,Storm Reid,Sydney Lanier
1000488,Andrew Garfield,Desmond T. Doss
1000488,Sam Worthington,Captain Glover
1000488,Vince Vaughn,Sgt Howell
1000489,Heather Donahue,Heather Donahue
1000489,Joshua Leonard,Joshua Leonard
1000489,Michael C. Williams,Michael Williams
1000490,Daniel Craig,James Bond
1000490,Eva Green,Vesper Lynd
1000490,Mads Mikkelsen,Le Chiffre
1000493,Dev Patel,Kid
1000493,Sharlto Copley,Tiger
1000493,Pitobash,Alphonso
1000499,Ian McKellen,Gandalf the Grey
1000499,Martin Freeman,Bilbo Baggins
1000499,Richard Armitage,Thorin Oakenshield
1000500,Brad Pitt,John Smith
1000500,Angelina Jolie,Jane Smith
1000500,Vince Vaughn,Eddie
1000501,Billy Crystal,Mike Wazowski (voice)
1000501,John Goodman,James 'Sulley' Sullivan (voice)
1000501,Steve Buscemi,Randall Boggs (voice)
1000502,Keri Russell,Sari
1000502,Alden Ehrenreich,Eddie
1000502,O'Shea Jackson Jr.,Daveed
1000503,Dylan O'Brien,Thomas
1000503,Kaya Scodelario,Teresa Agnes
1000503,Aml Ameen,Alby
1000504,Natasha Lyonne,Megan
1000504,Clea DuVall,Graham
1000504,Cathy Moriarty,Mary Brown
1000505,Hugh Jackman,Logan / Wolverine
1000505,James McAvoy,Charles Xavier / Professor X
1000505,Michael Fassbender,Erik Lehnsherr / Magneto
1000506,Will Ferrell,Megamind (voice)
1000506,Tina Fey,Roxanne Ritchi (voice)
1000506,Jonah Hill,Hal Stewart / Tighten (voice)
1000507,LaKeith Stanfield,Cassius Green
1000507,Tessa Thompson,Detroit
1000507,Jermaine Fowler,Salvador
1000508,Ben Affleck,Bruce Wayne / Batman
1000508,Henry Cavill,Clark Kent / Superman / Kal-El
1000508,Jesse Eisenberg,Lex Luthor
1000509,Yalitza Aparicio,Cleo Gutiérrez
1000509,Marina de Tavira,Sofía
1000509,Diego Cortina Autrey,Toño
1000510,Alden Ehrenreich,Han Solo
1000510,Joonas Suotamo,Chewbacca
1000510,Woody Harrelson,Tobias Beckett
1000511,Anne Hathaway,Solène Marchand
1000511,Nicholas Galitzine,Hayes Campbell
1000511,Ella Rubin,Izzy
1000512,Edward Norton,Derek
1000512,Edward Furlong,Danny
1000512,Beverly D'Angelo,Doris
