id,name,date,tagline,description,minute,rating
1006432,"McFarland, USA",2015,Champions can come from anywhere.,A track coach in a small California town transforms a team of athletes into championship contenders.,128.0,3.52
1006437,Equals,2015,Find your equal.,A futuristic love story set in a world where emotions have been eradicated.,102.0,2.85
1006451,My Best Friend's Exorcism,2022,True friendship is worth going to hell and back.,"The year is 1988. Abby and Gretchen have been best friends since fourth grade. After an evening of skinny-dipping goes disastrously wrong, Gretchen begins to act…different, which leads Abby to suspect her best friend may be possessed by a demon. With help from some unlikely allies, Abby embarks on a quest to save Gretchen. But is their friendship powerful enough to beat the devil?",96.0,2.36
1006455,Mile 22,2018,Option 1: Diplomacy. Option 2: Military. Meet Option 3.,"An elite group of American operatives, aided by a top-secret tactical command team, must transport an asset who holds life-threatening information to an extraction point 22 miles away through the hostile streets of an Asian city.",94.0,2.43
1006458,Good Boy,2022,"Simply put, he's a dog.","Christian - a millionaire heir, meets Sigrid - a young student, on a dating app. They hit it off quickly, but there's only one problem: Christian lives with Frank, a man who dresses up and constantly acts like a dog.",76.0,2.5
1006464,Mother's Day,2016,Celebrate the one day that connects us all,Intersecting stories with different moms collide on Mother's Day.,118.0,2.3
1006474,Shaft,2019,More Shaft than you can handle,"JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.",111.0,2.71
1006475,Toc Toc,2017,I have to see her. I have to see her. I have to see her. I have to see her.,Toc Toc follows the adventures and misadventures of a group of patients with OCD dated at the same time.,90.0,3.32
1006478,Girl Picture,2022,It takes a good fall to know where you stand.,"Best friends Mimmi and Rönkkö support each other unconditionally. They want to live adventurous lives, loaded with experiences and passion. Emma on the contrary has given her whole life to figure skating. Nothing gets between her and success. But when the girls meet, life opens whole new paths, and they all rocket in new directions. While Mimmi and Emma experience the earth moving effects of first love, Rönkkö is on a quest to find pleasure. Three Fridays is all it takes to turn their worlds upside down.",102.0,3.65
1006480,Teen Spirit,2018,It’s time to shine.,"A shy teenager living on the Isle of Wight dreams of pop stardom. With the help of an unlikely mentor, she enters a singing competition that will test her integrity, talent, and ambition.",92.0,3.0
1006486,A Very Murray Christmas,2015,We wish you a Murray Christmas.,"Bill Murray worries no one will show up to his TV show due to a massive snowstorm in New York City. Through luck and perseverance, guests arrive at Gotham’s Carlyle Hotel to help him — dancing and singing in holiday spirit.",56.0,2.67
1006490,Blade of the Immortal,2017,His path is paved in blood.,"Manji, a highly skilled samurai, becomes cursed with immortality after a legendary battle. Haunted by the brutal murder of his sister, Manji knows that only fighting evil will regain his soul. He promises to help a young girl named Rin avenge her parents, who were killed by a group of master swordsmen led by ruthless warrior Anotsu. The mission will change Manji in ways he could never imagine.",140.0,3.48
1006493,Dinner in America,2020,A Punk Love Story,An on-the-lam punk rocker and a young woman obsessed with his band go on an unexpected and epic journey together through the decaying suburbs of the American Midwest.,106.0,3.79
1006499,Munich: The Edge of War,2021,Secrets. Betrayal. Treason.,"At the tense 1938 Munich Conference, former friends who now work for opposing governments become reluctant spies racing to expose a Nazi secret.",129.0,3.32
1006506,Doctor Who: The Star Beast,2023,Destiny isn't done with them yet...,"The Doctor is caught in a fight to the death as a spaceship crash-lands in London. But as the battle wreaks havoc, destiny is converging on the Doctor's old friend, Donna.",57.0,3.45
1006507,The Girl Who Killed Her Parents,2021,The crime that shocked the country.,"Based on one of the most shocking and gruesome murder cases in Brazil, the film presents Daniel Cravinhos's point of view of the events that led to the death of Marísia and Manfred von Richthofen, his girlfriend’s parents.",85.0,2.7
1006515,Batman: Bad Blood,2016,Justice runs in the family,"Bruce Wayne is missing. Alfred covers for him while Nightwing and Robin patrol Gotham City in his stead and a new player, Batwoman, investigates Batman's disappearance.",72.0,3.04
1006538,Meet Cute,2022,Who says there's only one chance to make a first impression?,"A wildly inventive deconstruction of the romantic comedy built around the question: What would you do if you could travel to your loved ones’ past, heal their traumas, fix their problems, and change them into the perfect partner?",90.0,2.6
1006545,Impetigore,2019,Family can get under your skin.,"A woman inherits a house in her ancestral village, but she's unaware that members of the community have been trying to locate and kill her to remove the curse that has plagued them for years.",106.0,3.39
1006547,Infinite,2021,Many lives. Unlimited potential.,"Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",106.0,2.06
1006551,Hell House LLC Origins: The Carmichael Manor,2023,Every story has an origin.,"A group of cold case investigators stay at the Carmichael Manor, site of the grisly and unsolved murders of the Carmichael family back in the eighties. After four nights, the group was never heard from again. What is discovered on their footage is even more disturbing than anything found on the Hell House tapes.",98.0,3.14
1006553,Influencer,2022,Be careful who you follow,"While struggling on a solo backpacking trip in Thailand, social media influencer Madison meets CW, who travels with ease and shows her a more uninhibited way of living. But CW's interest in her takes a darker turn.",92.0,3.01
1006554,Bleed for This,2016,This is what the greatest comeback in sports history looks like,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",116.0,3.36
1006558,Bubble,2022,Is she a calamity or a blessing?,"In an abandoned Tokyo overrun by bubbles and gravitational abnormalities, one gifted young man has a fateful meeting with a mysterious girl.",101.0,2.89
1006564,Dark Harvest,2023,Evil stalks,"In a small Midwestern town, a deadly annual ritual unfolds when the mythical nightmare, Sawtooth Jack, rises from the cornfields and challenges the town’s teenage boys in a bloody battle of survival.",96.0,2.66
1006571,Whiskey Tango Foxtrot,2016,From the headlines to the front lines.,"In 2002, cable news producer Kim Barker decides to shake up her routine by taking a daring new assignment in Kabul, Afghanistan. Dislodged from her comfortable American lifestyle, Barker finds herself in the middle of an out-of-control war zone. Luckily, she meets Tanya Vanderpoel, a fellow journalist who takes the shell-shocked reporter under her wing. Amid the militants, warlords and nighttime partying, Barker discovers the key to becoming a successful correspondent.",112.0,2.96
1006572,Maudie,2016,Triumph epitomizes adversity,Canadian folk artist Maud Lewis falls in love with a fishmonger while working for him as a live-in housekeeper.,115.0,3.69
1006573,Voyage of Time: Life's Journey,2016,From So Simple a Beginning.,"A celebration of the universe, displaying the whole of time, from its start to its final collapse. This film examines all that occurred to prepare the world that stands before us now: science and spirit, birth and death, the grand cosmos and the minute life systems of our planet. (Wide release version with narration by Cate Blanchett.)",90.0,3.49
1006575,The Death of Superman,2018,Witness the day Metropolis stood still,"When a hulking monster arrives on Earth and begins a mindless rampage, the Justice League is quickly called in to stop it. But it soon becomes apparent that only Superman can stand against the monstrosity.",81.0,3.44
1006583,La Belle Époque,2019,"If you could live your own life again, would you do it?","Victor, a disillusioned sexagenarian, sees his life turned upside down on the day when Antoine, a brilliant entrepreneur, offers him a new kind of attraction: mixing theatrical artifices and historical reconstruction, this company offers his clients a chance to dive back into the era of their choice. Victor then chose to relive the most memorable week of his life: the one where, 40 years earlier, he met the great love.",115.0,3.79
1006584,The Act,2019,Seeing is deceiving.,"A seasonal anthology series that tells startling, stranger-than-fiction true crime stories with the first season following Gypsy Blanchard, a girl trying to escape the toxic relationship she has with her overprotective mother.",421.0,3.67
1006586,De Palma,2015,Being a director is being a watcher,"An intimate conversation between filmmakers, chronicling De Palma’s 55-year career, his life, and his filmmaking process, with revealing anecdotes and, of course, a wealth of film clips.",108.0,3.71
1006588,I.S.S.,2023,The war on earth will be decided in space.,Tensions flare in the near future aboard the International Space Station as a conflict breaks out on Earth. U.S. and Russian astronauts receive orders from the ground: take control of the station by any means necessary.,96.0,2.48
1006591,The Mountain Between Us,2017,What if your life depended on a stranger?,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",109.0,2.77
1006592,The Outsider,2020,Fear has many faces.,"When an insidious supernatural force edges its way into a seemingly straightforward investigation into the gruesome murder of a young boy, it leads a seasoned cop and an unorthodox investigator to question everything they believe in.",580.0,3.57
1006602,Awake,2021,Disorientation. Hallucinations. Hysteria. Sleep is survival.,"After a sudden global event wipes out all electronics and takes away humankind’s ability to sleep, chaos quickly begins to consume the world. Only Jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. The question is, can Jill safely deliver her daughter and save the world before she herself loses her mind.",96.0,2.11
1006610,OLIVIA RODRIGO: driving home 2 u (a SOUR film),2022,The story behind the #1 album.,"Grammy® winner singer-songwriter Olivia Rodrigo takes a familiar road trip from Salt Lake City, where she began writing her debut album “SOUR,” to Los Angeles. Along the way, Rodrigo recounts the memories of writing and creating her record-breaking debut album and shares her feelings as a young woman navigating a specific time in her life. Through new live arrangements of her songs, intimate interviews and never-before-seen footage from the making of the album, audiences will follow Olivia along on a cinematic journey exploring the story of “SOUR.”",76.0,3.81
1006620,Rings,2017,Evil is reborn.,"Julia becomes worried about her boyfriend Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",102.0,1.72
1006622,Love and Leashes,2022,Will you dominate me?,"Love never hurt so good for two co-workers who enter a contractual relationship as partners in consensual play, pleasure and pain.",118.0,3.07
1006634,Night Stalker: The Hunt for a Serial Killer,2021,Lock. Your. Doors.,"Beneath the sunlit glamour of 1985 L.A. lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.",192.0,3.53
1006640,Mafia Mamma,2023,From suburban Mom to mafia Don.,"A suburban American woman inherits her grandfather’s Mafia empire and, guided by the Firm’s trusted consigliere, defies everyone’s expectations, including her own, as the new head of the family business.",101.0,2.66
1006642,Vacation Friends,2021,They came home with some extra baggage.,"When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",103.0,2.75
1006650,Tell It to the Bees,2018,Some secrets are too powerful to keep,"Dr. Jean Markham returns to the town she left as a teenager to take over her late father's medical practice. When a school-yard scuffle lands Charlie in her surgery, she invites him to visit the hives in her garden and tell his secrets to the bees, as she once did. The new friendship between the boy and the bee keeper brings his mother Lydia into Jean's world.",106.0,3.13
1006651,"Alice, Darling",2022,Sometimes the hardest thing to see is the truth.,A young woman trapped in an abusive relationship becomes an unwitting participant in an intervention staged by her two closest friends.,90.0,2.98
1006652,Baskin,2015,Enter a world of suffering and madness.,A squad of unsuspecting cops go through a trapdoor to Hell when they stumble upon a Black Mass in an abandoned building.,97.0,3.04
1006655,Black Is King,2020,A Film by Beyoncé,"This visual album from Beyoncé reimagines the lessons of ""The Lion King"" (2019) for today’s young kings and queens in search of their own crowns.",85.0,4.0
1006656,Swan Song,2021,"A thought-provoking exploration of love, loss, and sacrifice.","In the near future, Cameron Turner is diagnosed with a terminal illness. Presented with an experimental solution to shield his wife and son from grief, he grapples with altering their fate.",112.0,3.52
1006661,Pathaan,2023,There is a storm coming. Fasten your seatbelt.,"A soldier caught by enemies and presumed dead comes back to complete his mission, accompanied by old companions and foes.",146.0,2.9
1006668,Fahrenheit 451,2018,Knowledge is a dangerous thing,"In an oppressive future, a 'fireman' whose duty is to destroy all books begins to question his task.",100.0,2.28
1006671,My Hero Academia: Two Heroes,2018,Who is your hero?,"All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.",96.0,3.27
1006672,A Christmas Story Christmas,2022,Ralphie comes home.,Ralphie is now all grown up and must deal with Christmas and all that comes with it…as a dad.,98.0,2.92
1006677,The Bar,2017,Ordering coffee can cost your life,"In downtown Madrid, a series of mysterious gunshots trap a motley assortment of people in a decrepit bar.",102.0,3.04
1006684,Tumbbad,2018,A Tale of Greed Beyond Fear,"India, 1918. On the outskirts of Tumbbad, a cursed village where it always rains, Vinayak, along with his mother and his brother, care of a mysterious old woman who keeps the secret of an ancestral treasure that Vinayak gets obsessed with.",113.0,3.65
1006689,Benediction,2021,Love is never still.,"Poet Siegfried Sassoon survived the horrors of fighting in the First World War and was decorated for his bravery, but became a vocal critic of the government's continuation of the war when he returned from service. Adored by members of the aristocracy as well as stars of London's literary and stage world, he embarked on affairs with several men as he attempted to come to terms with his homosexuality.",137.0,3.56
1006702,Paradise Hills,2019,Rebels Reign.,"A young woman is sent to Paradise Hills to be reformed, only to learn that the high-class facility's beautiful facade hides a sinister secret.",95.0,2.58
1006706,Ballerina,2016,Life's greatest adventures begin with a single leap.,"Set in 1879 Paris. An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",89.0,2.98
1006715,False Positive,2021,Never underestimate a mother's intuition.,"After months of trying and failing to get pregnant, Lucy and Adrian finally find their dream fertility doctor in the illustrious Dr. Hindle. But after becoming pregnant with a healthy baby girl, Lucy begins to notice something sinister through Hindle's gleaming charm, and she sets out to uncover the unsettling truth about him.",93.0,2.36
1006716,History of the Occult,2020,Future is over,"During the last broadcast of 60 Minutes Before Midnight, the most watched journalistic program on television, Adrián Marcato could expose a conspiracy and link the government to a obscure secret society.",82.0,3.58
1006721,Madonna: The Celebration Tour in Rio,2024,The biggest dance floor in the world.,Madonna celebrates her four-decade career in a special concert for over 1.6 million people at the Copacabana Beach in Rio de Janeiro.,135.0,4.46
1006722,Table 19,2017,You're invited to the wedding of the season.,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway – only to find herself seated with five fellow-unwanted guests at the dreaded Table 19.",87.0,2.65
1006727,Goosebumps 2: Haunted Halloween,2018,Halloween comes to life.,"Be careful what you wish for. With their after school junk business, best friends Sonny and Sam hope to find treasure in other people’s trash. But when cleaning out the old Stine house, they open a locked book that frees a supernatural nightmare – Slappy! Now, with the help of Sonny’s sister Sarah, they’re in a race against time to get the sinister dummy and all the creatures he’s brought to life back into the pages before he unleashes total pandemonium!",90.0,2.27
1006729,Code 8,2019,Fear is the most dangerous power,"In Lincoln City, some inhabitants have extraordinary abilities. Most live below the poverty line, under the close surveillance of a heavily militarized police force. Connor, a construction worker with powers, involves with a criminal gang to help his ailing mother. (Based on the short film “Code 8,” 2016.)",99.0,2.69
1006730,The Kid Who Would Be King,2019,An army to fight. A demon to slay. A world to save. No pressure.,"Old-school magic meets the modern world when young Alex stumbles upon the mythical sword Excalibur. He soon unites his friends and enemies, and they become knights who join forces with the legendary wizard Merlin. Together, they must save mankind from the wicked enchantress Morgana and her army of supernatural warriors.",120.0,2.92
1006745,Birds of Paradise,2021,Betrayal is a dance.,"Two dancers at an elite ballet academy in Paris must compete for a contract to join the highly coveted Opéra National de Paris as they confront their competitive nature, sexual awakenings and how far they would go to win.",113.0,2.96
1006755,Regression,2015,Fear always finds its victim,"Minnesota, 1990. Detective Bruce Kenner investigates the case of young Angela, who accuses her father, John Gray, of an unspeakable crime. When John unexpectedly and without recollection admits guilt, renowned psychologist Dr. Raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery.",106.0,2.41
1006771,Phineas and Ferb: The Movie: Candace Against the Universe,2020,Get ready for a mission that's out of this world!,"Phineas and Ferb travel across the galaxy to rescue their older sister Candace, who has been abducted by aliens and taken to a utopia in a far-off planet, free of her pesky little brothers.",84.0,3.3
1006775,Black Box,2021,Some Clues Are Better Left Unheard,"Matthieu is a young and talented black box analyst on a mission to solve the reason behind the deadly crash of a brand new aircraft. Yet, when the case is closed by authorities, Matthieu cannot help but sense there is something wrong with the evidence. As he listens to the tracks again, he starts detecting some seriously disturbing details. Could the tape have been modified? Going against his boss' orders, Matthieu begins his own rogue investigation - an obsessional and dangerous quest for truth that will quickly threaten far more than his career...",130.0,3.65
1006791,Maggie's Plan,2015,Chapter One: Maggie Meets John,"Maggie's plan to have a baby on her own is derailed when she falls in love with John, a married man, destroying his volatile marriage to the brilliant and impossible Georgette. But one daughter and three years later, Maggie is out of love and in a quandary: what do you do when you suspect your man and his ex wife are actually perfect for each other?",98.0,3.16
1006794,Prayers for the Stolen,2021,Find the light in the darkness.,"In a mountain town, where corn and poppies grow, the girls wear boyish haircuts and have hiding places underground to escape the threat of being stolen. Ana and her two best friends grow up together, affirming the bonds of their friendship and discovering what it means to be women in a rural town marked by violence. Their mothers train them to flee death, to escape those who turn them into slaves or ghosts. They create their own impenetrable universe, but one day one of the girls doesn’t make it to her hiding place in time.",110.0,3.86
1006817,The Lazarus Effect,2015,Evil will rise.,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",83.0,2.14
1006823,Echo,2024,No bad deed goes unpunished.,"Pursued by Wilson Fisk's criminal empire, Maya's journey brings her home and she must confront her own family and legacy.",213.0,2.73
1006830,"What Happened, Miss Simone?",2015,Her story. Her voice.,"The film chronicles Nina Simone's journey from child piano prodigy to iconic musician and passionate activist, told in her own words.",101.0,3.84
1006838,Cassandro,2023,"Changing the game, one match at a time.","The true story of Saúl Armendáriz, a gay amateur wrestler from El Paso that rises to international stardom after he creates the character Cassandro, the “Liberace of Lucha Libre.” In the process, he upends not just the macho wrestling world but also his own life.",107.0,3.37
1006840,Crash Landing on You,2019,Sometimes the wrong train takes you to the right station.,"A paragliding mishap drops a South Korean heiress in North Korea -- and into the life of an army officer, who decides he will help her hide.",1360.0,4.22
1006841,Underworld: Blood Wars,2016,Protect the Bloodline,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",91.0,2.4
1006842,Marighella,2019,A searing and energized portrait of one of Brazil’s most divisive historical figures,"Afro-Brazilian poet and politician, the legendary Carlos Marighella. Driven to fight against the erosion of civil and human rights following the CIA-backed military coup of 1964 and the brutal, racist right-wing dictatorship that followed, the revolutionary leaves behind his wife and son to take up arms, becoming a notorious enemy to the power structure.",155.0,3.73
1006847,Vampires vs. the Bronx,2020,They messed with the wrong neighborhood!,Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.,86.0,2.91
1006850,8-Bit Christmas,2021,How far would you go to score the ultimate gift?,"In suburban Chicago during the late 1980s, ten-year-old Jake Doyle embarks on a herculean quest to get the latest and greatest video game system for Christmas.",98.0,3.0
1006872,Birth/Rebirth,2023,Every body has potential.,A single mother and a childless morgue technician are bound together by their relationship to a little girl they have reanimated from the dead.,99.0,3.32
1006883,Peppermint,2018,The system failed. She won't.,"A grieving mother transforms herself into a vigilante following the murders of her husband and daughter, eluding the authorities to deliver her own personal brand of justice.",102.0,2.64
1006891,The Monster,2016,Stay in the light,A mother and her 10-year old daughter are trapped in a forest. There is something in this forest. Something unlike anything they have heard before. Something that lurks in the darkness and it’s coming after them.,91.0,2.65
1006893,Doctor Who: The Giggle,2023,A new game begins...,"The giggle of a mysterious puppet is driving the human race insane. When the Doctor discovers the return of the terrifying Toymaker, he faces a fight he can never win.",61.0,3.83
1006902,It's Okay to Not Be Okay,2020,"When you can't control yourself, count to three.","Desperate to escape from his emotional baggage and the heavy responsibility he’s had all his life, a psychiatric ward worker begins to heal with help from the unexpected – a woman who writes fairy tales but doesn’t believe in them.",1200.0,4.06
1006903,Doctor Who: Wild Blue Yonder,2023,Farther than ever before...,"The TARDIS takes the Doctor and Donna to the furthest edge of adventure. To escape, they must face the most desperate fight of their lives, with the fate of the universe at stake.",54.0,3.89
1006909,Sleep,2023,Something awakens.,"Hyun-su and Soo-jin are newlyweds. Seemingly out of nowhere, he starts talking in his sleep. “Someone’s inside.” From that night on, whenever he falls asleep, he transforms into someone else with no recollection of what happened the night before. Soo-jin is overwhelmed with anxiety that he’d hurt her family while she sleeps and can barely sleep a wink because of this irrational fear. Despite sleep treatment, Hyun-su’s sleepwalking only intensifies, and she begins to feel that her unborn child may be in danger…",95.0,3.41
1006910,Hollywood,2020,What if you could rewrite the story?,A group of aspiring actors and filmmakers in post-World War II Hollywood try to make it big — no matter the cost.,355.0,3.48
1006916,The Current War,2017,Power changes everything,Electricity titans Thomas Edison and George Westinghouse compete to create a sustainable system and market it to the American people.,108.0,3.09
1006918,The Wretched,2019,What is forgotten will never be found.,"A rebellious teenage boy, struggling with his parent's imminent divorce, encounters a terrifying evil after his next-door neighbor becomes possessed by an ancient witch that feasts on children.",95.0,2.63
1006921,Mechanic: Resurrection,2016,Four continents. Three kills... Or the love of his life is dead.,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",98.0,2.52
1006926,Let the Corpses Tan,2017,Who shall live and who shall die?!,"With a heavy haul of 250 kilograms of gold bullion, the grizzled criminal mastermind, Rhino, and his ruthless gang of cutthroats, head to a ramshackle retreat somewhere in the Mediterranean to lay low on a scorching day of July. However, the unexpected and rather unwelcome arrival of the bohemian writer, Bernier, his muse, Luce, along with a pair of no-joke gendarmes further complicates things, as the frail allegiances will soon be put to the test.",92.0,3.49
1006928,The Possession of Hannah Grace,2018,Death is only the beginning.,"When a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events caused by an evil entity in one of the corpses.",86.0,2.07
1006930,The Dry,2020,Where the truth lies.,Aaron Falk returns to his drought-stricken hometown to attend a tragic funeral. But his return opens a decades-old wound - the unsolved death of a teenage girl.,117.0,3.36
1006942,The Aeronauts,2019,Soar beyond your limits.,"In 1862, daredevil balloon pilot Amelia Wren teams up with pioneering meteorologist James Glaisher to advance human knowledge of the weather and fly higher than anyone in history. While breaking records and advancing scientific discovery, their voyage to the very edge of existence helps the unlikely pair find their place in the world they have left far below them. But they face physical and emotional challenges in the thin air, as the ascent becomes a fight for survival.",100.0,3.13
1006954,I Know This Much Is True,2020,You don't just give up on the people you love.,"The parallel lives of identical twin brothers Dominick and Thomas Birdsey in an epic story of betrayal, sacrifice and forgiveness set against the backdrop of 20th century America.",377.0,4.17
1006959,Wish Upon,2017,Be careful what you wish for,"A teenage girl discovers a box with magical powers, but those powers comes with a deadly price.",90.0,1.89
1006965,Self/less,2015,God Created Man. Man Created Immortality.,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,117.0,2.74
1006967,Arthur the King,2024,An unexpected encounter. An unlikely bond. An unforgettable adventure.,"Over the course of ten days and 435 miles, an unbreakable bond is forged between pro adventure racer Michael Light and a scrappy street dog companion dubbed Arthur. As the team is pushed to their outer limits of endurance in the race, Arthur redefines what victory, loyalty and friendship truly mean.",107.0,3.14
1006973,Carl's Date,2023,New adventure. Same wingman.,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",9.0,3.21
1006991,Tour de Pharmacy,2017,Winning is in their blood. Among other things.,A mockumentary that chronicles the prevalence of doping in the world of professional cycling.,41.0,3.53
1007000,Clifford the Big Red Dog,2021,Adventure has never been bigger.,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",97.0,2.42
1007004,The Fits,2015,Why fit in when you can dance to your own beat?,"Toni, a tomboyish boxer, lands a spot on an after-school drill team in the West End community of Cincinnati. She eagerly absorbs routines, masters drills, and even pierces her own ears to fit in. It’s the joy of her first friendships and her discovery of dance. Shortly after Toni joins the team, most of the girls on the team suffer from episodes of fainting, swooning, and shaking in a seemingly uncontrollable catharsis. Nobody can explain the mysterious outbreak. These fits soon transform into a rite of passage as the trauma draws the other girls closer together. Caught between her need for control and her desire for acceptance, Toni must decide how far she will go to embody her new ideals.",72.0,3.61
1007017,The Forty-Year-Old Version,2020,Find your own voice.,"Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper.",123.0,3.78
1007021,The Boy Who Killed My Parents,2021,The crime that shocked the country.,"Based on one of the most shocking and gruesome murder cases in Brazil, the film presents de Suzane von Richthofen's point of view of the events that led to the death of her parents.",88.0,2.73
1007032,Batman: Gotham by Gaslight,2018,"As the Ripper stalks Gotham City, the Dark Knight reveals the face of terror.","In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.",78.0,3.17
1007042,The Human Centipede 3 (Final Sequence),2015,100% politically incorrect.,"Taking inspiration from The Human Centipede films, the warden of a notorious and troubled prison looks to create a 500-person human centipede as a solution to his problems.",103.0,1.41
1007043,Diego Maradona,2019,Rebel. Hero. Hustler. God.,"Constructed from over 500 hours of never-before-seen footage, this documentary centers on the personal life and career of the controversial football player Diego Maradona who played for SSC Napoli and Argentina in the 1980s.",130.0,3.93
1007045,The Beta Test,2021,Embrace temptation.,"An engaged Hollywood agent receives a mysterious letter for an anonymous sexual encounter and becomes ensnared in a sinister world of lying, infidelity, and digital data.",93.0,3.29
1007053,Diary of a Wimpy Kid,2021,New school. Old cheese.,Greg Heffley is a scrawny but ambitious kid with an active imagination and big plans to be rich and famous – he just has to survive middle school first.,58.0,2.04
1007055,War Machine,2017,We're gonna liberate the sh** out of you.,A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.,122.0,2.64
1007062,Bait,2019,"The view may be beautiful, but you can't eat it.","Martin Ward is a cove fisherman, without a boat. His brother Steven has repurposed their father’s vessel as a tourist tripper, driving a wedge between the brothers. With their childhood home now a getaway for London money, Martin is displaced to the estate above the picturesque harbour. As his struggle to restore the family to their traditional place creates increasing friction with tourists and locals alike, a tragedy at the heart of the family changes his world.",89.0,3.83
1007067,SPY x FAMILY CODE: White,2023,Survive family vacation. Save the world.,"While under the guise of taking his family on a weekend winter getaway, Loid's attempt to make progress on his current mission Operation Strix proves difficult when Anya mistakenly gets involved and triggers events that threaten world peace.",110.0,3.63
1007082,My Big Fat Greek Wedding 3,2023,It’s more than a journey. It’s more than a promise. It’s the event that brings everyone together.,"Following the death of their patriarch Gus, the Portokalos family travels to Greece for a family reunion, and to deliver Gus' journal to his old friends.",92.0,2.18
1007084,Babes,2024,Friendship is a mother.,"After getting pregnant from a one-night stand, a single woman leans on her married best friend and mother of two to guide her through gestation and beyond.",107.0,3.42
1007096,Satan's Slaves,2017,She comes back for the last child.,"After dying from a strange illness that she suffered for three years, a mother returns home to pick up her children.",107.0,3.28
1007104,Creepy,2016,That man isn't my father – he's a total stranger.,"After having narrowly escaped an attempt on his life at the hands of a psychopath, detective inspector Takakura quits active service in the police force and takes up a position as a university lecturer in criminal psychology. But his desire to get to the bottom of criminals’ motives remains, and he does not hesitate long when former colleague Nogami asks him to reopen an old case.",130.0,3.46
1007119,Little Evil,2017,Samantha is his dream. Lucas is his nightmare.,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",94.0,2.53
1007128,Beckett,2021,Born to be murdered.,An American tourist in Greece finds himself on the run after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,109.0,2.8
